"vess","yr","month","tech_1","tech_2","tech_3","lat","lon","catch"
"ID_20",1996,12,1,1,0,236,67,14.7215615170051
"ID_13",1994,7,1,0,0,18,182,36.2495995270493
"ID_14",2009,2,1,1,0,94,307,26.7422504916554
"ID_8",1983,6,0,0,0,193,285,122.845100878705
"ID_9",2003,6,1,1,0,193,396,44.5172119781872
"ID_19",2006,4,1,1,1,62,449,3.65224016026417
"ID_3",1994,11,1,0,0,259,433,18.4464928266983
"ID_13",1985,7,0,0,0,129,98,26.4349267906281
"ID_5",1991,3,1,0,0,265,153,9.9641043950424
"ID_5",1999,6,1,1,0,222,156,67.474972951256
"ID_9",1994,10,1,0,0,172,300,5.9961021391026
"ID_5",2002,10,1,1,0,247,194,68.7152283111048
"ID_18",1989,7,1,0,0,100,496,27.0319763952792
"ID_16",2003,5,1,1,1,292,288,72.6158663990705
"ID_8",2008,1,1,1,0,288,152,3.89571564083214
"ID_13",2007,6,1,1,0,44,61,48.7486264375213
"ID_3",1983,7,0,0,0,300,523,16.0069078707734
"ID_7",2003,5,1,1,0,198,382,38.4990706339702
"ID_4",1996,2,1,1,0,52,183,27.4217406455055
"ID_18",2001,7,1,1,0,219,69,79.0575865157596
"ID_7",1998,3,1,0,0,198,181,128.721906428792
"ID_2",1985,9,0,0,0,203,457,60.2930382693255
"ID_3",1994,4,1,0,0,173,552,4.79156861135465
"ID_8",2001,8,1,0,0,299,303,55.0750893566129
"ID_5",2003,1,1,1,0,55,76,119.880774756448
"ID_14",1983,8,0,0,0,206,70,47.0370743249527
"ID_6",1993,4,1,1,0,307,491,2.88489862423477
"ID_3",1982,11,0,0,0,117,409,29.6078417474255
"ID_16",1988,5,1,0,0,361,468,0.219230165982635
"ID_5",2002,10,1,1,0,114,278,35.6962841219389
"ID_17",2004,11,1,1,0,296,566,0.000283289213347318
"ID_7",1999,5,1,0,0,23,164,30.3394488881278
"ID_20",1991,5,1,0,0,199,298,11.9443457458675
"ID_10",1981,4,0,0,0,245,464,39.0467882904624
"ID_1",2005,11,1,1,1,285,20,3.86578061431228
"ID_1",1984,11,1,0,0,248,375,21.2013076825871
"ID_9",2007,3,1,1,1,320,208,0.62560394160506
"ID_18",2006,11,1,1,0,381,215,0.101044310533173
"ID_20",2005,9,1,1,0,333,542,0.000505344099968277
"ID_14",1982,8,0,0,0,251,184,28.2898980413403
"ID_1",1986,8,1,0,0,258,45,3.99555925535735
"ID_8",2007,6,1,1,0,124,232,4.88322206842774
"ID_16",2004,11,1,1,1,37,548,0.323238355304554
"ID_4",2003,12,1,1,0,127,368,22.1580452110015
"ID_9",1994,1,1,0,0,143,401,57.6837100360323
"ID_19",1993,3,1,1,0,149,500,30.4340400605603
"ID_10",2005,4,1,1,1,360,97,94.567560940669
"ID_4",1991,1,1,0,0,372,345,0.0601271833752796
"ID_14",1989,11,0,0,0,379,219,6.72621759809258
"ID_1",1995,11,1,1,1,351,86,70.5969775948142
"ID_7",1984,2,0,0,0,14,249,36.820322369945
"ID_2",2002,9,1,1,0,176,473,85.2044316207558
"ID_5",1988,6,1,0,0,206,173,72.7016410518033
"ID_11",1987,1,0,0,0,277,419,96.0697177328065
"ID_2",1990,2,0,0,0,119,455,9.97044720200391
"ID_4",2000,11,1,1,0,69,592,0.498325112052995
"ID_1",2006,8,1,1,1,132,180,43.5718524174924
"ID_16",1996,12,1,1,1,320,293,57.6258494040135
"ID_18",1983,11,0,0,0,278,426,101.17011032669
"ID_20",1994,9,1,1,0,39,26,55.7947734016324
"ID_8",1992,7,1,0,0,110,29,45.1067708011455
"ID_6",2003,5,1,1,1,318,419,18.8145866115886
"ID_10",1985,10,0,0,0,241,244,23.553930528156
"ID_4",1983,4,1,0,0,276,445,87.0809063081461
"ID_18",1998,8,1,1,0,94,511,44.1094659578105
"ID_12",2001,1,1,1,0,256,374,57.9369114059297
"ID_18",1990,7,1,0,0,110,49,37.5678218907129
"ID_18",2009,2,1,1,0,339,302,16.2718980967556
"ID_3",1994,5,1,0,0,105,479,44.1483486380951
"ID_5",1988,2,1,0,0,148,137,9.14427755962819
"ID_15",2001,10,1,1,0,197,86,89.6238913593981
"ID_16",1991,11,1,1,0,99,224,33.1188005030453
"ID_20",1994,6,1,1,0,151,228,42.9049730755622
"ID_4",1987,12,1,0,0,324,162,80.6841990701417
"ID_15",1981,6,0,0,0,167,521,86.1664653760017
"ID_4",2002,12,1,1,0,388,291,0.0880557876953826
"ID_14",1994,10,1,1,0,163,435,27.3054295096172
"ID_6",2006,5,1,1,1,114,326,107.22853867415
"ID_2",1985,8,0,0,0,345,203,147.106615186461
"ID_3",1997,4,1,0,0,133,353,102.677267724052
"ID_16",2000,9,1,1,1,184,282,69.1060103325375
"ID_14",1982,7,0,0,0,200,312,31.470800772745
"ID_9",1991,9,1,0,0,114,149,29.8068874394481
"ID_7",1997,6,1,0,0,21,227,10.1541158774498
"ID_1",1986,5,1,0,0,290,381,50.1882387640314
"ID_19",2000,10,1,1,0,382,400,0.0650622166070165
"ID_5",1994,7,1,0,0,106,153,11.5779347878422
"ID_11",1984,9,0,0,0,384,165,47.4841428308496
"ID_17",1999,9,1,0,0,124,341,388.97593813008
"ID_5",1994,3,1,0,0,352,199,17.9742717229522
"ID_9",1994,11,1,0,0,80,382,8.17106238489741
"ID_18",1982,8,0,0,0,318,305,2.01757738626456
"ID_16",1998,2,1,1,1,170,427,44.8660969640905
"ID_1",2002,7,1,1,1,348,351,7.4191994035292
"ID_2",1991,6,0,0,0,391,183,41.0970962636552
"ID_14",1991,1,1,1,0,226,389,97.0284428495298
"ID_2",1999,5,1,1,0,209,475,29.5406054164103
"ID_20",1980,5,0,0,0,349,373,1.5844087453262
"ID_5",2004,8,1,1,0,287,405,44.7036882988175
"ID_19",1995,12,1,1,0,115,561,14.2321154154936
"ID_4",1999,9,1,1,0,123,347,158.183128001258
"ID_7",1992,1,1,0,0,253,297,39.9636892925455
"ID_5",1997,4,1,1,0,305,353,22.0258791812591
"ID_16",1992,2,1,1,1,362,544,0.000438650348932438
"ID_18",1998,4,1,1,0,164,352,115.517940490179
"ID_3",2004,3,1,1,1,241,427,61.0854309259232
"ID_10",1980,10,0,0,0,219,268,86.0509409853241
"ID_11",1996,5,1,1,0,328,51,14.5549563643837
"ID_14",1986,12,0,0,0,374,427,3.207304197745
"ID_1",1982,10,1,0,0,283,220,24.3063576547055
"ID_2",1990,10,0,0,0,205,431,17.2235010932553
"ID_5",2007,7,1,1,0,22,32,84.636226987658
"ID_9",2005,5,1,1,1,351,474,0.261330639898372
"ID_13",2000,11,1,0,0,249,402,28.8376516940897
"ID_6",1989,11,1,1,0,373,205,19.0296346775046
"ID_12",1996,5,1,0,0,240,558,0.0975585143642388
"ID_16",2009,10,1,1,1,29,469,1.23576444658484
"ID_6",2006,9,1,1,1,40,122,63.3178032806935
"ID_14",1997,11,1,1,0,298,310,23.6149790734056
"ID_9",1984,2,1,0,0,94,88,61.8102829542525
"ID_2",1980,10,0,0,0,357,329,0.258148032958735
"ID_3",1998,12,1,1,0,288,576,0.00293223299454764
"ID_2",1997,9,1,0,0,206,193,48.5611873836403
"ID_8",1980,7,0,0,0,171,403,33.4851140833457
"ID_14",1984,5,0,0,0,318,53,17.0249917518197
"ID_4",1997,5,1,1,0,273,225,110.106483767962
"ID_3",2000,5,1,1,0,291,12,9.84592184820046
"ID_4",2007,6,1,1,0,330,57,17.6891188953226
"ID_18",1983,8,0,0,0,95,509,5.03823351615674
"ID_11",1995,8,1,0,0,132,428,40.1214337348418
"ID_17",1986,9,0,0,0,208,9,79.5197333783517
"ID_6",2003,10,1,1,1,188,355,53.1025702385573
"ID_3",1999,1,1,1,0,91,101,120.921863309045
"ID_6",1980,9,0,0,0,234,528,11.5531330326503
"ID_10",1989,7,0,0,0,30,495,21.506186870637
"ID_7",2008,11,1,1,0,216,44,56.4862937784765
"ID_14",1982,3,0,0,0,45,208,70.8900150164625
"ID_8",2007,1,1,1,0,140,96,20.4205450929028
"ID_1",1986,1,1,0,0,256,587,0.10391862231669
"ID_13",2003,11,1,0,0,169,343,30.5805742798161
"ID_6",1989,6,1,1,0,210,340,12.1696016026099
"ID_20",2000,8,1,1,0,53,541,3.39665825877074
"ID_15",2004,12,1,1,0,165,41,101.229770145053
"ID_16",1992,6,1,1,1,289,411,11.9756043953117
"ID_20",1991,5,1,0,0,37,499,27.6670915463736
"ID_9",1999,6,1,1,0,157,461,114.586360216582
"ID_11",2009,12,1,1,1,96,162,21.2602328693861
"ID_8",1985,6,0,0,0,238,353,16.1145042031174
"ID_3",1992,2,1,0,0,36,472,14.4532496294369
"ID_8",1992,11,1,0,0,306,227,11.4642815944121
"ID_6",2006,1,1,1,1,138,199,57.2623801868505
"ID_15",1984,3,0,0,0,35,564,55.7052407936872
"ID_1",2002,6,1,1,1,180,180,208.509524704638
"ID_3",1993,6,1,0,0,334,299,0.544674505730128
"ID_18",1981,12,0,0,0,25,39,34.4309165667336
"ID_7",1981,10,0,0,0,179,263,171.222636874161
"ID_19",1991,1,1,1,0,281,455,5.87341559061283
"ID_6",2006,4,1,1,1,18,63,112.717557560339
"ID_4",1988,6,1,0,0,135,90,4.76876829429205
"ID_20",1992,9,1,1,0,107,353,89.4568719081774
"ID_8",2009,5,1,1,0,251,325,22.1299650259928
"ID_7",1992,9,1,0,0,360,185,48.8258736700486
"ID_20",2007,6,1,1,0,274,62,2.15283385628053
"ID_4",1996,7,1,1,0,83,362,54.3150015164871
"ID_13",2000,9,1,0,0,367,19,20.5882449608066
"ID_20",2006,2,1,1,0,61,493,1.14023831269146
"ID_10",1988,6,0,0,0,203,277,23.9143353364525
"ID_12",1987,7,1,0,0,160,289,90.5654047870198
"ID_19",1985,11,0,0,0,203,472,24.0491987207716
"ID_16",1994,3,1,1,1,130,490,74.3530650686707
"ID_11",1989,6,0,0,0,158,58,42.1515473520582
"ID_1",2003,7,1,1,1,239,486,11.5294141402643
"ID_9",1985,11,1,0,0,362,176,128.645363099812
"ID_10",2008,3,1,1,1,343,443,0.968581561857956
"ID_11",2006,4,1,1,1,69,207,12.2360860432137
"ID_18",2007,12,1,1,0,349,589,0.0000000243215975389652
"ID_7",1980,1,0,0,0,191,494,101.711597994502
"ID_17",2002,3,1,0,0,222,265,29.6237876931818
"ID_7",1980,8,0,0,0,238,464,72.6969671762529
"ID_6",1984,6,0,0,0,42,555,66.5643659658294
"ID_20",2003,9,1,1,0,54,169,38.6647350259461
"ID_13",2009,2,1,1,0,370,24,11.5979627152344
"ID_5",1991,8,1,0,0,368,501,0.00155341720203147
"ID_14",1989,2,0,0,0,327,341,5.48479206325168
"ID_16",1994,2,1,1,1,129,99,55.941463089678
"ID_17",1985,4,0,0,0,285,352,39.6465894239349
"ID_5",1990,11,1,0,0,211,575,0.356440743704624
"ID_2",1982,1,0,0,0,170,171,43.9833910160486
"ID_8",2006,3,1,1,0,205,342,6.58080720196452
"ID_18",2003,9,1,1,0,380,591,0.0000000545286687202061
"ID_4",1991,3,1,0,0,355,371,0.321692426374896
"ID_14",2009,3,1,1,0,211,270,22.7625018852257
"ID_12",1984,9,0,0,0,133,225,24.0872347761228
"ID_6",1989,9,1,1,0,40,243,11.8921046333815
"ID_9",1999,5,1,1,0,379,478,0.363356887055361
"ID_7",2001,6,1,0,0,168,468,91.17678064129
"ID_8",1999,12,1,0,0,251,152,20.4786442109262
"ID_4",2002,6,1,1,0,318,129,27.2446887550223
"ID_2",1992,4,0,0,0,264,28,4.19327124236441
"ID_13",2002,9,1,0,0,62,560,0.0548114348042688
"ID_3",1993,8,1,0,0,196,49,50.1495531109313
"ID_14",1992,1,1,1,0,165,55,44.8045949797929
"ID_1",1988,4,1,0,0,29,297,1.3485669101129
"ID_17",1986,8,0,0,0,329,297,6.24703927293772
"ID_9",2009,5,1,1,1,285,75,8.77265902121683
"ID_7",1983,1,0,0,0,52,570,148.798831297386
"ID_6",1996,9,1,1,0,35,397,0.757962274905288
"ID_15",1999,11,1,0,0,238,315,84.5672922912114
"ID_14",2007,6,1,1,0,82,132,9.40038609463319
"ID_20",2004,11,1,1,0,261,582,0.00054598180443911
"ID_11",1998,12,1,1,0,249,133,28.8305730673811
"ID_6",1984,7,0,0,0,233,387,39.1403717163203
"ID_20",2008,8,1,1,0,166,410,39.6259744362493
"ID_8",1983,2,0,0,0,23,190,67.9935779228235
"ID_10",2006,9,1,1,1,10,283,7.39954933435943
"ID_15",1987,10,0,0,0,309,159,15.3997676557511
"ID_8",1984,3,0,0,0,53,389,7.01095933396784
"ID_3",2004,7,1,1,1,144,581,1.1115180120625
"ID_20",1983,6,0,0,0,232,484,57.3900687671695
"ID_12",1994,10,1,0,0,40,463,15.2185499318497
"ID_20",1989,10,1,0,0,330,352,8.62422866221923
"ID_19",2006,1,1,1,1,171,202,94.7390870187691
"ID_1",1988,1,1,0,0,168,242,36.583100148018
"ID_18",2003,1,1,1,0,172,311,40.8965827456498
"ID_19",1991,1,1,1,0,173,358,31.1239077280333
"ID_18",2007,10,1,1,0,72,416,6.61134581076334
"ID_4",1998,6,1,1,0,223,439,19.3294090327302
"ID_4",2003,10,1,1,0,310,86,33.9818815730359
"ID_15",1981,2,0,0,0,117,334,10.540118642858
"ID_15",2005,5,1,1,0,225,151,51.0583086941779
"ID_18",1988,8,1,0,0,253,355,66.3720561814734
"ID_9",1996,8,1,0,0,370,315,0.0913594384199508
"ID_20",1982,3,0,0,0,380,519,1.77675295669715
"ID_14",1992,4,1,1,0,296,173,7.52058177974561
"ID_13",1997,8,1,0,0,170,37,68.4345431215381
"ID_7",2000,5,1,0,0,243,334,54.7425195578362
"ID_19",2002,2,1,1,0,376,526,0.00250818708888891
"ID_1",2008,8,1,1,1,344,61,61.795019105688
"ID_8",1989,11,0,0,0,256,83,3.6837430866321
"ID_10",2002,10,1,1,1,155,337,183.783223737561
"ID_11",1999,1,1,1,1,353,361,2.57338262007053
"ID_15",1996,9,1,0,0,200,106,68.6043133225925
"ID_18",2007,5,1,1,0,116,420,30.0040734504315
"ID_4",1981,6,0,0,0,326,10,42.5563548041073
"ID_4",1996,10,1,1,0,339,266,21.4388398332908
"ID_9",1984,9,1,0,0,237,112,12.9551680218982
"ID_18",1986,5,1,0,0,227,258,32.1462671942724
"ID_17",1986,2,0,0,0,262,80,7.33367714651089
"ID_9",1991,11,1,0,0,169,77,26.3658460894715
"ID_10",2005,9,1,1,1,116,201,20.9222606175208
"ID_8",1985,4,0,0,0,325,496,3.93309941314179
"ID_8",1998,2,1,0,0,276,65,4.26337390086335
"ID_19",2007,5,1,1,1,347,177,8.89107498646341
"ID_3",1997,12,1,0,0,165,543,9.79526896831958
"ID_8",1986,1,0,0,0,345,172,117.513999616576
"ID_19",2009,9,1,1,1,34,294,24.5500636652442
"ID_10",1994,4,1,1,0,82,18,42.672181798973
"ID_9",1999,7,1,1,0,235,232,84.4438970648277
"ID_15",1995,4,1,0,0,297,231,50.0743896810839
"ID_19",2009,8,1,1,1,390,142,35.0015342029816
"ID_1",1998,5,1,1,1,57,556,3.86195618486132
"ID_13",1992,3,1,0,0,33,117,120.430672254782
"ID_4",1994,4,1,1,0,361,187,19.4686538388857
"ID_8",1985,4,0,0,0,161,8,101.926273148466
"ID_5",2005,6,1,1,0,235,264,71.5913697665389
"ID_8",2004,1,1,1,0,330,12,35.7417485404431
"ID_17",1985,3,0,0,0,329,218,19.8148497425521
"ID_7",1985,7,0,0,0,66,390,9.52682374891877
"ID_19",1984,9,0,0,0,257,519,25.8867973728373
"ID_12",1983,12,0,0,0,20,510,18.205780910335
"ID_15",2004,7,1,1,0,358,305,1.46859983666052
"ID_18",2002,4,1,1,0,257,49,8.75711825445743
"ID_15",1991,9,0,0,0,52,291,1.52036177416317
"ID_7",2000,7,1,0,0,338,94,76.2779855463467
"ID_8",2006,11,1,1,0,108,562,0.80295345568765
"ID_12",2003,3,1,1,0,364,198,6.25639843458647
"ID_2",1986,9,0,0,0,74,425,12.6069932530492
"ID_14",2008,5,1,1,0,43,502,0.132984728823027
"ID_17",1994,9,1,0,0,123,556,20.85535434104
"ID_8",2006,11,1,1,0,53,59,85.7949806275281
"ID_19",2001,12,1,1,0,39,44,76.3242101287926
"ID_7",2008,6,1,1,0,153,589,0.0849972491577371
"ID_13",2003,3,1,0,0,132,456,38.5280341234578
"ID_14",2008,11,1,1,0,59,367,3.0945148142374
"ID_8",1981,7,0,0,0,294,210,22.1938399986921
"ID_6",1980,4,0,0,0,181,210,99.0840148218807
"ID_14",2000,11,1,1,0,93,329,186.825126477863
"ID_5",1987,3,1,0,0,184,171,17.4677722642816
"ID_13",1990,11,1,0,0,39,114,46.3860715697721
"ID_9",1991,2,1,0,0,218,456,68.1042513474522
"ID_2",1990,8,0,0,0,349,388,5.9243154614762
"ID_3",1996,4,1,0,0,304,241,64.9557090400532
"ID_15",2009,5,1,1,0,130,44,25.5746680430472
"ID_9",1984,5,1,0,0,48,102,59.8484403831654
"ID_11",1985,7,0,0,0,110,270,8.99948982425927
"ID_9",2009,11,1,1,1,136,16,53.2698810406113
"ID_10",1998,6,1,1,1,287,366,51.6810495938603
"ID_7",1982,1,0,0,0,72,556,128.000280274478
"ID_3",1980,11,0,0,0,226,369,22.7996233482161
"ID_9",1988,12,1,0,0,198,295,17.6976010477044
"ID_16",1989,10,1,0,0,189,124,39.4824316035558
"ID_18",1982,6,0,0,0,391,280,0.290193879954463
"ID_16",2001,7,1,1,1,76,279,44.1800259864538
"ID_8",2009,1,1,1,0,21,74,32.5317285893199
"ID_13",1988,5,1,0,0,231,494,17.1360367335425
"ID_4",2009,5,1,1,0,121,447,13.8616452713476
"ID_6",2003,10,1,1,1,174,225,201.089448500148
"ID_8",1997,12,1,0,0,173,383,50.1256239412448
"ID_7",1994,11,1,0,0,284,519,3.26078735193564
"ID_13",2006,10,1,1,0,116,225,2.60012531592459
"ID_14",1998,2,1,1,0,45,38,123.487429748744
"ID_7",1992,3,1,0,0,194,284,6.2423701309769
"ID_15",1988,1,0,0,0,314,339,23.5387564521779
"ID_16",1987,1,1,0,0,137,459,7.14864504465511
"ID_2",1992,10,0,0,0,161,287,1.84399801498523
"ID_9",2002,11,1,1,0,80,457,6.57772406669559
"ID_3",1982,2,0,0,0,42,297,11.9448621571506
"ID_12",1995,6,1,0,0,340,197,29.6773183424044
"ID_2",2002,10,1,1,0,183,406,24.4362191006013
"ID_12",2001,4,1,1,0,39,461,1.94071377972359
"ID_14",2008,1,1,1,0,299,503,0.0197383861615393
"ID_1",2008,9,1,1,1,267,471,0.932989148273256
"ID_14",2003,3,1,1,0,176,101,23.0657082792188
"ID_11",1981,2,0,0,0,330,422,159.724867229355
"ID_19",1989,2,1,0,0,78,269,2.53521906973191
"ID_18",2002,1,1,1,0,375,136,83.1161970478172
"ID_10",1982,7,0,0,0,324,389,170.791653338988
"ID_2",1991,9,0,0,0,154,146,3.92477320765277
"ID_18",2008,12,1,1,0,104,271,20.0676941451522
"ID_4",1993,8,1,0,0,71,117,58.7023867955711
"ID_6",1981,7,0,0,0,276,391,57.9435150760303
"ID_13",1992,8,1,0,0,235,373,117.424959508586
"ID_5",2007,6,1,1,0,112,187,11.3972519025068
"ID_3",1998,3,1,1,0,288,277,7.58822317835519
"ID_11",1996,6,1,1,0,391,462,0.00397901205944927
"ID_15",1980,7,0,0,0,181,363,72.8629572441222
"ID_5",1982,10,0,0,0,259,193,30.6739064869269
"ID_8",1995,4,1,0,0,196,163,63.9391270247627
"ID_19",2004,2,1,1,1,32,359,6.30147506409038
"ID_5",1992,4,1,0,0,14,161,23.3645328761492
"ID_1",1998,5,1,1,1,299,579,0.00437180931692144
"ID_5",1982,1,0,0,0,230,167,69.1418324195416
"ID_8",1990,7,0,0,0,22,518,15.4349533271972
"ID_9",2007,6,1,1,1,144,591,0.154523942846657
"ID_6",1989,4,1,1,0,248,468,5.74140676603137
"ID_3",1985,10,0,0,0,30,470,1.9096285161364
"ID_12",1985,2,0,0,0,67,189,24.3118826982573
"ID_7",1994,1,1,0,0,154,354,116.501558118516
"ID_11",1990,2,0,0,0,113,139,11.6906542982649
"ID_1",1980,12,0,0,0,286,378,63.1300868607046
"ID_19",1980,5,0,0,0,349,576,25.0942563695456
"ID_19",2008,8,1,1,1,266,373,42.9463763683341
"ID_18",1982,10,0,0,0,164,524,82.5510659618617
"ID_10",1999,3,1,1,1,162,517,38.4099856241882
"ID_15",2007,2,1,1,0,234,348,27.7686596601101
"ID_14",2002,7,1,1,0,19,588,0.000217524760734585
"ID_20",1983,3,0,0,0,240,280,29.8786769359313
"ID_11",1992,5,0,0,0,108,353,24.531339002798
"ID_20",1996,3,1,1,0,229,193,57.5969305257335
"ID_11",1981,2,0,0,0,316,345,6.44423530414207
"ID_1",1995,10,1,1,1,256,82,10.5981702448997
"ID_2",1988,4,0,0,0,338,357,7.48467887171977
"ID_16",2003,7,1,1,1,69,551,0.565336466860135
"ID_8",2008,11,1,1,0,299,20,10.0402109938038
"ID_20",2005,10,1,1,0,301,332,24.8213555189416
"ID_1",1987,5,1,0,0,55,134,51.1657549461024
"ID_10",1988,7,0,0,0,130,423,14.2917070419166
"ID_9",1984,1,1,0,0,322,138,67.7810771984887
"ID_19",1980,2,0,0,0,322,293,2.55010947874495
"ID_4",1987,12,1,0,0,93,464,5.88866965938198
"ID_16",1997,9,1,1,1,164,27,190.340069042811
"ID_5",1996,5,1,0,0,28,592,0.536711604131344
"ID_14",2007,8,1,1,0,114,87,9.7686445074184
"ID_16",2002,6,1,1,1,101,553,5.80140178464836
"ID_18",1985,7,1,0,0,344,108,23.2173926812213
"ID_11",1980,9,0,0,0,161,541,25.6201641275102
"ID_19",1998,8,1,1,0,378,350,0.12167259423431
"ID_10",1994,9,1,1,0,66,60,37.7714164482804
"ID_19",1997,2,1,1,0,71,109,140.778955090954
"ID_10",2006,11,1,1,1,274,380,32.5601259761752
"ID_12",1998,10,1,1,0,48,558,4.56704951633855
"ID_18",1988,12,1,0,0,267,416,56.5664437123693
"ID_17",1998,12,1,0,0,235,55,21.1277048994966
"ID_16",1981,9,0,0,0,234,294,73.8611791925767
"ID_11",2003,7,1,1,1,66,248,4.04032596050012
"ID_12",2002,6,1,1,0,168,339,120.269498084619
"ID_17",2002,1,1,0,0,360,34,39.3391443508784
"ID_16",2003,6,1,1,1,179,254,32.8253954680947
"ID_20",2001,12,1,1,0,68,568,0.905859979405738
"ID_15",2005,2,1,1,0,109,355,25.7733657012262
"ID_8",1984,4,0,0,0,67,563,28.0752961455526
"ID_11",2009,11,1,1,1,89,323,43.8142270108257
"ID_17",1992,10,1,0,0,71,565,8.54467612837993
"ID_3",1996,1,1,0,0,86,229,7.57250769826916
"ID_13",1992,10,1,0,0,343,161,88.5248257742796
"ID_19",2008,11,1,1,1,86,590,0.0240433901195627
"ID_13",1988,4,1,0,0,340,267,0.657207413333644
"ID_16",1986,3,0,0,0,379,504,0.0712420882582766
"ID_17",1981,12,0,0,0,114,145,108.569848941087
"ID_16",2007,2,1,1,1,18,185,16.8413568658223
"ID_1",1985,12,1,0,0,388,67,8.12058897333944
"ID_19",1984,1,0,0,0,53,331,1.33671155681408
"ID_13",1983,5,0,0,0,318,349,16.7886482909824
"ID_14",2005,11,1,1,0,239,336,14.845259588874
"ID_6",1981,11,0,0,0,387,338,0.130260011430953
"ID_19",2008,5,1,1,1,36,358,2.87941607526204
"ID_7",1987,9,0,0,0,309,41,15.9581020884158
"ID_18",2008,12,1,1,0,234,311,12.241647518119
"ID_3",2004,8,1,1,1,177,555,1.22941605415229
"ID_2",2006,11,1,1,0,282,408,34.5115190945405
"ID_13",1997,1,1,0,0,368,513,0.0601533955314153
"ID_5",1985,10,1,0,0,185,207,46.7779222935284
"ID_4",1995,5,1,1,0,235,9,8.39062489431584
"ID_8",2001,5,1,0,0,332,180,14.2784207344978
"ID_1",2008,12,1,1,1,367,391,1.92251715741269
"ID_11",1985,7,0,0,0,84,579,24.2247907284651
"ID_3",1990,12,1,0,0,380,474,0.00472058047884866
"ID_20",1986,7,1,0,0,272,366,38.8189684369335
"ID_1",1993,7,1,1,0,37,93,37.8702155426381
"ID_17",1990,6,1,0,0,374,160,60.6418996768948
"ID_12",1986,11,0,0,0,283,208,8.35283395343719
"ID_18",1983,12,0,0,0,48,389,1.06288930691074
"ID_17",1992,1,1,0,0,169,474,50.3367726501983
"ID_20",1989,7,1,0,0,76,438,3.00418563648955
"ID_6",1991,9,1,1,0,318,445,1.12533938632694
"ID_14",1996,5,1,1,0,195,355,104.703881356396
"ID_11",1998,10,1,1,0,261,244,99.7469658176525
"ID_11",1987,4,0,0,0,294,363,84.5629433843125
"ID_10",1995,9,1,1,0,171,343,135.962177341198
"ID_4",1999,4,1,1,0,386,127,107.671863689071
"ID_1",1988,7,1,0,0,127,519,37.8595729394818
"ID_12",2009,11,1,1,0,236,130,21.5104608637023
"ID_6",1994,10,1,1,0,310,13,42.1701228403667
"ID_9",1998,10,1,1,0,27,571,0.414705633586815
"ID_3",1999,4,1,1,0,259,107,16.2867850804034
"ID_7",2006,7,1,1,0,191,558,0.472429334151495
"ID_13",2003,4,1,0,0,212,273,34.5489760498196
"ID_13",1989,1,1,0,0,78,54,16.6994838272182
"ID_18",1998,12,1,1,0,122,313,103.773296758192
"ID_13",1989,10,1,0,0,305,442,9.62997955335118
"ID_6",2004,6,1,1,1,255,478,5.36670162157039
"ID_13",2002,10,1,0,0,78,300,22.5057898715306
"ID_5",2007,10,1,1,0,240,108,24.9117302732645
"ID_7",1990,11,1,0,0,325,169,82.2718140210156
"ID_15",1982,10,0,0,0,228,123,48.1506376336016
"ID_14",1981,8,0,0,0,363,218,66.1518401504983
"ID_9",1997,4,1,0,0,295,432,22.2900597236947
"ID_3",2008,2,1,1,1,361,129,100.166468532415
"ID_17",1981,8,0,0,0,68,414,11.6695179698567
"ID_7",1988,1,1,0,0,278,180,5.47498291992672
"ID_15",2001,8,1,1,0,132,331,205.13601091595
"ID_13",2007,8,1,1,0,104,278,36.3767049513273
"ID_7",2007,11,1,1,0,179,462,12.9961063857403
"ID_3",2007,9,1,1,1,338,268,10.7106906801414
"ID_13",2009,10,1,1,0,290,567,0.00000119116391289075
"ID_7",2008,1,1,1,0,330,132,51.3471017591976
"ID_18",1981,7,0,0,0,91,481,12.6984374091484
"ID_20",1986,2,1,0,0,126,215,23.2307579284323
"ID_7",2005,12,1,1,0,335,77,75.4744882498012
"ID_3",1992,11,1,0,0,257,444,10.3687737019909
"ID_13",1997,4,1,0,0,301,367,5.54793202930579
"ID_13",2000,8,1,0,0,104,183,16.7921434833029
"ID_16",2006,11,1,1,1,218,563,0.163672768903251
"ID_4",2008,7,1,1,0,270,194,6.33338395076148
"ID_2",2000,8,1,1,0,162,492,76.4432993799028
"ID_11",2002,4,1,1,1,255,282,55.3280432006206
"ID_9",1987,10,1,0,0,49,340,0.322547256976441
"ID_13",1993,11,1,0,0,225,354,49.1939878834547
"ID_13",1997,8,1,0,0,121,396,32.0671524922743
"ID_10",1992,12,1,0,0,39,157,51.7182851606943
"ID_20",2005,4,1,1,0,44,192,9.50854768229053
"ID_1",1980,6,0,0,0,206,551,3.19276296465916
"ID_6",1994,6,1,1,0,45,92,26.2320520605422
"ID_9",2002,7,1,1,0,60,224,7.98349009133919
"ID_15",2003,6,1,1,0,195,158,140.391342748697
"ID_12",2002,1,1,1,0,206,170,212.709798841312
"ID_5",1982,5,0,0,0,33,344,1.85149109706901
"ID_6",1993,1,1,1,0,33,37,48.2405879168184
"ID_11",1993,10,1,0,0,335,538,0.025061520907214
"ID_1",2009,11,1,1,1,387,414,0.0650124980091556
"ID_19",1984,5,0,0,0,38,472,0.990246576866227
"ID_18",1993,5,1,0,0,83,490,32.070869345254
